Nomor,Kitab,Bab,indo
378,Shalat,Keutamaan menghadap kiblat dengan menghadapkan jari jemari ked',"'Rasulullah shallallahu 'alaihi wasallam bersabda: 'Barangsiapa shalat seperti shalat kita, menghadap ke arah kiblat kita dan memakan sembilan kita, maka dia adalah seorang Muslim, ia memiliki perlindungan dari Allah dan Rasul-Nya. Maka janganlah kalian mendurhakai Allah dengan mencederai perlindung"
383,Shalat,Firman Allah Dan jadikanlah sebagian dari maqam Ibrahim sebaga',"'Ketika Nabi shallallahu 'alaihi wasallam masuk ke dalam Ka'bah, beliau berdo'a di seluruh sisinya dan tidak melakukan shalat hingga beliau keluar darinya. Beliau kemudian shalat dua rakaat dengan memandang Ka'bah lalu bersabda: 'Inilah kiblat.'"
387,Shalat,Masalah kiblat dan mereka yang memandang tidak perlu mengulang',"'Aku memiliki pemikiran yang aku ingin jika itu dikabulkan oleh Rabbku dalam tiga persoalan. Maka aku sampaikan kepada Rasulullah shallallahu 'alaihi wasallam, 'Wahai Rasulullah, seandainya Maqam Ibrahim kita jadikan sebagai tempat shalat? Lalu turunlah ayat: '(Dan jadikanlah sebahagian maqam Ibrahi"
386,Shalat,Menghadap kiblat bagaimanapun keadaannya',"'Nabi shallallahu 'alaihi wasallam melaksanakan shalat.' Ibrahim melanjutkan, 'Tapi aku tidak tahu apakah beliau kelebihan rakaat atau kurang. Setelah salam, beliau pun ditanya: 'Wahai Rasulullah, telah terjadi sesuatu dalam shalat!. Beliau bertanya: 'Apakah itu?' Maka mereka menjawab, 'Tuan shalat "
384,Shalat,Menghadap kiblat bagaimanapun keadaannya',"'Rasulullah shallallahu 'alaihi wasallam shalat mengahdap Baitul Maqdis selama enam belas atau tujuh belas bulan, dan Rasulullah shallallahu 'alaihi wasallam menginginkan kiblat tersebut dialihkan ke arah Ka'bah. Maka Allah menurunkan ayat: ('Sungguh Kami (sering) melihat mukamu menengadah ke langit"
382,Shalat,Firman Allah Dan jadikanlah sebagian dari maqam Ibrahim sebaga',"' Ibnu 'Umar pernah di datangi dan ditanya, 'Rasulullah shallallahu 'alaihi wasallam masuk ke dalam Ka'bah. Maka Ibnu 'Umar berkata, 'Aku lalu mendatangi Nabi shallallahu 'alaihi wasallam, namun beliau telah keluar, dan aku mendapati Bilal sedang berdiri di antara dua pintu. Aku lalu bertanya kepada"
385,Shalat,Menghadap kiblat bagaimanapun keadaannya',"'Rasulullah shallallahu 'alaihi wasallam shalat diatas tunggangannya menghadap kemana arah tunggangannya menghadap. Jika Beliau hendak melaksanakan shalat yang fardlu, maka beliau turun lalu shalat menghadap kiblat.'"
390,Shalat,Mengerik dahak yang ada di masjid dengan tangan',"'Jika seseorang dari kalian berdiri shalat sesungguhnya dia sedang berhadapan dengan Rabbnya, atau sesungguhnya Rabbnya berada antara dia dan kiblat, maka janganlah dia meludah ke arah kiblat, tetapi lakukanlah ke arah kirinya atau di bawah kaki (kirinya).' Kemudian Nabi shallallahu 'alaihi wasallam"
389,Shalat,Masalah kiblat dan mereka yang memandang tidak perlu mengulang',"'Nabi shallallahu 'alaihi wasallam pernah melaksanakan shalat Zhuhur lima rakaat. Maka orang-orang berkata, 'Apakah ada tambahan dalam shalat?' Beliau balik bertanya: 'Apakah yang terjadi?' Mereka menjawab, 'Tuan telah shalat sebanyak lima rakaat.' Maka beliau pun duduk di atas kedua kakinya lalu su"
391,Shalat,Mengerik dahak yang ada di masjid dengan tangan',"'Jika seseorang dari kalian berdiri shalat janganlah dia meludah ke arah depannya, karena Allah berada di hadapannya ketika dia shalat.'"
393,Shalat,Mengerik dahak yang ada di masjid dengan kerikil',"'Jika salah seorang dari kalian meludah maka janganlah ia membuangnya ke arah depan atau sebelah kanannya, tetapi hendaklah ia lakukan ke arah kirinya atau di bawah kaki (kirinya).'"
388,Shalat,Masalah kiblat dan mereka yang memandang tidak perlu mengulang',"'Ketika orang-orang shalat subuh di Quba', tiba-tiba datang seorang laki-laki dan berkata, 'Sungguh, tadi malam telah turun ayat kepada Rasulullah shallallahu 'alaihi wasallam, beliau diperintahkan untuk menghadap ke arah Ka'bah. Maka orang-orang yang sedang shalat berputar menghadap Ka'bah, padahal"
394,Shalat,Tidak boleh meludah ke arah kanan ketika shalat',"'Jika salah seorang dari kalian meludah janganlah ia meludah ke arah kiblat atau ke sebelah kanannya, tapi hendaklah ia lakukan ke arah kiri atau di bawah kaki kirinya.'"
395,Shalat,Tidak boleh meludah ke arah kanan ketika shalat',"'Nabi shallallahu 'alaihi wasallam bersabda: 'Jangan sekali-kali salah seorang dari kalian meludah ke arah depan atau samping kanannya, tapi hendaklah ke arah kiri atau di bawah kakinya.'"
396,Shalat,Hendaklah membuang dahak ke sebeleh kiri atau di bawah kaki ki',"'Nabi shallallahu 'alaihi wasallam bersabda: 'Jika seorang Mukmin sedang shalat, sesungguhnya ia sedang berhadapan dengan Rabbnya. Maka janganlah ia meludah ke arah depan atau sebelah kanannya, namun hendaklah ia melakukannya ke arah kiri atau di bawah kakinya.'"
392,Shalat,Mengerik dahak yang ada di masjid dengan tangan',"'asulullah shallallahu 'alaihi wasallam melihat ludah atau ingus pada dinding kiblat, beliau lalu menggosoknya.'"
399,Shalat,Menutupi (mengubur) dahak di masjid',"'Jika salah seorang dari kalian berdiri shalat, maka janganlah meludah ke arah depannya sebab ia sedang berhadapan dengan Allah selagi ia berada di tempat shalatnya, dan jangan ke sebelah kanannya karena di sana ada Malaikat. Tetapi hendaklah ia meludah ke arah kiri atau di bawah kakinya, kemudian d"
398,Shalat,Kafarat (tebusan) akibat membuang dahak di dalam masjid','Nabi shallallahu 'alaihi wasallam bersabda: 'Meludah di dalam Masjid adalah suatu dosa. Maka kafarahnya (tebusannya) adalah menguburnya.'
397,Shalat,Hendaklah membuang dahak ke sebeleh kiri atau di bawah kaki ki',' Dan dari Az Zuhri ia mendengar Humaid dari Abu Sa'id seperti ini.'
401,Shalat,Nasihat imam kepada para makmum tentang menyempurnakan shalat ',"'Apakah kalian lihat kiblatku disini? Demi Allah, tidaklah tersembunyi bagiku khusyuk dan rukuk kalian. Sungguh, aku dapat melihatnya dari belakang punggungku.'"
403,Shalat,Bolehkan menamakan masjid dengan Masjid Suku anu?',' 'Abdullah bin 'Umar adalah termasuk orang yang mengikuti pacuan tersebut.'
406,Shalat,Jika seseorang memasuki suatu rumah apakah ia boleh shalat dim',"'Mana tempat di rumahmu yang kau sukai untuk aku pimpin shalat?' Maka aku menunjukkan suatu tempat, lalu Nabi shallallahu 'alaihi wasallam takbir dan kami membuat shaf di belakangnya, kemudian beliaupun shalat dua rakaat.'"
400,Shalat,Jika terpaksa meludah hendaklah meludahnya dengan mengunakan u',"'Jika salah seorang dari kalian berdiri shalat, sesungguhnya ia sedang berhadapan dengan Rabbnya, atau sesungguhnya Rabbnya berada antara dia dan arah kiblatnya, maka janganlah ia meludah ke arah kiblat. Tetapi hendaklah ia lakukan ke arah kiri atau di bawah kaki (kirinya).' Kemudian Nabi shallallah"
402,Shalat,Nasihat imam kepada para makmum tentang menyempurnakan shalat ',"'Nabi shallallahu 'alaihi wasallam pernah shalat bersama kami, kemudian beliau naik mimbar dan bersabda: 'Sesungguhnya saat shalat dan rukuk, aku dapat melihat kalian dari belakangku sebagaimana sekarang aku melihat kalian.'"
405,Shalat,Memutuskan perkara-perkara dan li\'an (sumpah dan saling melak',"'Wahai Rasulullah, bagaimana pendapatmu jika seorang suami mendapati laki-laki lain bersama isterinya? Lalu keduanya saling melaknat di dalam masjid, sementara aku menyaksiakannya.'"
407,Shalat,Masjid-masjid yang ada di rumah-rumah',"'Wahai Rasulullah, pandanganku sudah buruk sedang aku sering memimpin shalat kaumku. Apabila turun hujun, maka air menggenangi lembah yang ada antara aku dan mereka sehingga aku tidak bisa pergi ke masjid untuk memimpin shalat. Aku menginginkan Tuan dapat mengunjungi aku lalu shalat di rumahku yang "
404,Shalat,Orang yang mengundang makan di masjid dan orang yang memenuhi ',"'Aku menemui Nabi shallallahu 'alaihi wasallam saat beliau sedang berada di Masjid bersama orang banyak. Maka aku menghadap kepada beliau, lalu beliau bertanya kepadaku: 'Apakah kamu diutus oleh Abu Thalhah?' Aku menjawab, 'Ya.' Beliau bertanya lagi: 'Untuk undangan makan?' Aku menjawab: 'Benar.' Ke"
409,Shalat,Bolehkah membongkar kuburan orang musyrik jahiliyyah lalu memb',"'Sesungguhnya jika orang shalih dari mereka meninggal, maka mereka mendirikan masjid di atas kuburannya dan membuat patungnya di sana. Maka mereka itulah seburuk-buruk makhluk di sisi Allah pada hari kiyamat.'"
411,Shalat,Shalat di kandang kambing',"'Nabi shallallahu 'alaihi wasallam pernah shalat di kandang kambing.' Setelah itu aku mendengar Anas mengatakan, 'Beliau shalat di kandang kambing sebelum masjid di bangun.'"
414,Shalat,Dibencinya shalat di kuburan',"'Jadikanlah (sebagian dari) shalat kalian ada di rumah kalian, dan jangan kalian jadikan ia sebagai kuburan.'"
416,Shalat,Shalat di dalam gereja (atau tempat ibadah orangYahudi dan Nas',"'Mereka adalah suatu kaum yang jika ada hamba shalih atau laki-laki shalih dari mereka meninggal, mereka membangun masjid di atas kuburannya dan membuatkan patung untuknya. Maka mereka itulah seburuk-buruk makhluk di sisi Allah.'"
418,Shalat,Shalat di dalam gereja (atau tempat ibadah orangYahudi dan Nas','Allah melaknat Yahudi dan Nashara karena mereka menjadikan kuburan para Nabi mereka sebagai masjid.'
408,Shalat,Mendahului kaki kanan ketika memasuki masjid dan lainnya',"'Nabi shallallahu 'alaihi wasallam suka mendahulukan yang kanan dalam setiap perbuatannya. Seperti dalam bersuci, menaiki kendaraan dan memakai sandal.'"
413,Shalat,Orang yang melakukan shalat di hadapan tungku atau api atau se',"'Ketika terjadi gerhana matahari Rasulullah shallallahu 'alaihi wasallam melaksanakan shalat (gerhana), kemudin beliau bersabda: 'Neraka telah diperlihatkan kepadaku, dan belum pernah sekalipun aku melihat suatu pemandangan yang lebih mengerikan dari pada hari ini.'"
419,Shalat,Sabda Nabi ﷺ: Dan bumi telah dijadikan untukku sebagai tempa',"'Rasulullah shallallahu 'alaihi wasallam bersabda: 'Aku diberikan lima perkara yang tidak diberikan kepada seorangpun dari Nabi-Nabi sebelumku; aku ditolong melawan musuhku dengan ketakutan mereka sepanjang sebulan perjalanan, bumi dijadikan untukku sebagai tempat sujud dan suci; maka dimana saja se"
412,Shalat,Shalat di kandang unta',"'Aku melihat Ibnu 'Umar shalat menghadap untanya, dan ia mengatakan, 'Aku pernah melihat Rasulullah shallallahu 'alaihi wasallam melakukannya.'"
415,Shalat,Shalat di tempat reruntuhan atau tempat yang pernah terkena si',"'Janganlah kalian memasuki tempat yang penghuninya disiksa kecuali kalian menangis, jika tidak bisa menangis maka janganlah kalian memasukinya agar kalian tidak mendapat mushibah sebagaimana mereka mendapatkannya.'"
417,Shalat,Shalat di dalam gereja (atau tempat ibadah orangYahudi dan Nas',"'Ketika sakit Rasulullah shallallahu 'alaihi wasallam semakin parah, beliau memegang bajunya dan ditutupkan pada mukanya. Bila telah terasa sesak, beliau lepaskan dari mukanya. Ketika keadaannya seperti itu beliau bersabda: 'Semoga laknat Allah tertipa kepada orang-orang Yahudi dan Nashara, mereka m"
420,Shalat,Tidurnya seorang wanita di dalam masjid',"' 'Aisyah mengatakan, 'Pada suatu hari sahaya ini keluar bersama seorang bayi perempuan dengan membawa kain tikar tenunan berwarna merah terbuat dari kulit yang dihiasi dengan permata. Berkata, 'Aisyah radliallahu 'anhu: Maka sahaya itu meletakkan tikar tersebut atau duduk diatasnya. Lalu tiba-tiba "
410,Shalat,Bolehkah membongkar kuburan orang musyrik jahiliyyah lalu memb',"'Nabi shallallahu 'alaihi wasallam tiba di Madinah lalu singgah di perkampungan bani 'Amru bin 'Auf, Nabi shallallahu 'alaihi wasallam tinggal di sana selama empat belas malam. Kemudian beliau mengutus seseorang menemui bani Najjar, maka mereka pun datang dengan pedang di badan mereka. Aku melihat N"
424,Shalat,Shalat sekembalinya dari bepergian',"'Aku datang menemui Nabi shallallahu 'alaihi wasallam saat beliau berada di masjid -Mis'ar berkata, 'Menurutku Jabir berkata, 'Saat waktu dluha.'- Jabir bin 'Abdullah berkata, 'Beliau bersabda: 'Shalatlah dua rakaat.' Ketika itu beliau mempunyai hutang kepadaku. Maka beliau membayarnya dan memberi t"
425,Shalat,Jika seorang dari kalian memasuki masjid hendaklah shalat dua ',"'Jika salah seorang dari kalian masuk masjid, maka hendaklah ia shalat dua rakaat sebelum ia duduk.'"
426,Shalat,Berhadats di dalam masjid',"'Para Malaikat selalu memberi shalawat (mendo'akan) kepada salah seorang dari kalian selama ia masih di tempat ia shalat dan belum berhadats. Malaikat berkata, 'Ya Allah ampunilah dia. Ya Allah rahmatilah dia'.'"
421,Shalat,Tidurnya seorang laki-laki di dalam masjid','a pernah tidur di masjid Nabi shallallahu 'alaihi wasallam saat dia masih pemuda lajang dan belum punya keluarga.'
422,Shalat,Tidurnya seorang laki-laki di dalam masjid',"'Rasulullah shallallahu 'alaihi wasallam datang ke rumah Fatimah namun 'Ali tidak ada di rumah. Beliau lalu bertanya: 'Kemana putera pamanmu?' Fatimah menjawab, 'Antara aku dan dia terjadi sesuatu hingga dia marah kepadaku, lalu dia pergi dan tidak tidur siang di rumah.' Maka Rasulullah shallallahu "
427,Shalat,Membagun masjid',"'Abdullah bin 'Umar mengabarkan kepadanya, bahwa pada masa Rasulullah shallallahu 'alaihi wasallam Masjid dibangun dengan menggunakan tanah liat yang dikeraskan (bata). Atapnya dari dedaunan sedangkan tiangnya dari batang pohon kurma. Pada masanya Abu Bakar tidak memberi tambahan renovasi apapun, ke"
423,Shalat,Tidurnya seorang laki-laki di dalam masjid',"'Sungguh, aku pernah melihat sekitar tujuh puluh orang dari Ashhabush Shuffah. Tidak ada seorangpun dari mereka yang memiliki rida' (selendang), atau kain, atau baju panjang kecuali mereka ikatkan dari leher mereka. Di antara mereka ada yang kainnya sampai ke tengah betisnya dan ada yang sampai ke m"
433,Shalat,Berjalan melewati masjid',"'Barangsiapa lewat dengan membawa panah di masjid atau pasar kita, maka hendaklah dipegang ujung panahnya dengan tangannya agar tidak melukai seorang muslim.'"
428,Shalat,Tolong menolong dalam membangun masjid',"'Pergilah kalian bedua menemui Abu Sa'id dan dengarlah hadits darinya!' Maka kami pun berangkat. Dan kami dapati dia sedang membetulkan dinding miliknya, ia mengambil kain selendangnya dan duduk ihtiba`. Kemudian ia mulai berbicara hingga menyebutkan tentang pembangunan masjid. Ia mengkisahkan, 'Mas"
435,Shalat,Bermain tombak di dalam masjid','Pada suatu hari aku penah melihat Rasulullah shallallahu 'alaihi wasallam berdiri di pintu rumahku sedangkan budak-budak Habasyah sedang bermain di dalam Masjid. Rasulullah shallallahu 'alaihi wasallam menutupiku dengan kain selendangnya saat aku menyaksikan permainan mereka.' Ibraim bin Al Mundzir
436,Shalat,Membicarakan perdagangan dan jual beli di atas mimbar di dalam',"'Barirah datang kepadanya dan meminta tolong dalam masalah pembebasannya dirinya (sebagai budak).' 'Aisyah lalu berkata, 'Kalau kamu mau, aku berikan tebusan kepada tuanmu dan perwalianmu milikku.' Tuannya berkata, 'Kalau mau, engkau bisa berikan sisanya (harga budak tersebut).' Sekali waktu Sufyan "
434,Shalat,Membaca sya\'ir di dalam masjid',"'Semoga Allah memberimu kebaikan, apakah anda mendengar Nabi shallallahu 'alaihi wasallam bersabda: 'Wahai Hassan, penuhilah panggilan Rasulullah shallallahu 'alaihi wasallam (permintaan untuk melawan kaum kafir). Ya Allah, kuatkanlah dia dengan Ruhul Qudus (Malaikat Jibril) '. Abu Hurairah menjawab"
429,Shalat,Meminta bantuan tukang kayu dan tukang bangunan dalam membuat ',"'Rasulullah shallallahu 'alaihi wasallam mengutus seorang wanita dan berkata, 'Perintahkan budakmu yang tukang kayu itu membuat tangga mimbar untukku, hingga aku bisa duduk di atasnya.'"
432,Shalat,Memegangi mata panah ketika memasuki masjid',"'Apakah kamu mendengar Jabir bin 'Abdullah berkata, 'Ada seorang laki-laki berjalan di dalam masjid dengan membawa panah. Maka Rasulullah shallallahu 'alaihi wasallam bersabda kepadanya: 'Jagalah ujung panahmu!'"
430,Shalat,Meminta bantuan tukang kayu dan tukang bangunan dalam membuat ',"'Wahai Rasulullah, bolehkah aku buatkan sesuatu untuk Tuan, sehingga Tuan bisa duduk di atasnya? Karena aku punya seorang budak yang ahli dalam masalah pertukangan kayu.' Beliau menjawab: 'Silakan, kalau kamu mau.' Maka wanita itu membuat sebuah mimbar.'"
431,Shalat,Balasan pahala orang yang membangun masjid',"'Sungguh, kalian telah banyak berbicara, padahal aku mendengar Nabi shallallahu 'alaihi wasallam bersabda: 'Siapa yang membangun masjid -Bukair berkata, 'Menurutku beliau mengatakan- karena mengharapkah ridla Allah, maka Allah akan membangun untuknya yang seperti itu di surga.'"
438,Shalat,Petugas kebersihan masjid dan membuang kotoran dari masjid',"'Ada seorang laki-laki kulit hitam atau wanita kulit hitam yang menjadi tukang sapu Masjid meninggal dunia. Nabi shallallahu 'alaihi wasallam lalu bertanya tentang keberadaan orang tersebut. Orang-orang pun menjawab, 'Dia telah meninggal!' Beliaupun bersabda: 'Kenapa kalian tidak memberi kabar kepad"
439,Shalat,Penetapan hukum haramnya perdagangan khamr (dilakukan) dalam m',"'Ketika turun ayat-ayat dalam Surah Al Baqarah tentang masalah riba, Nabi shallallahu 'alaihi wasallam keluar ke masjid lalu membacakan ayat-ayat tersebut kepada manusia. Kemudian beliau mengharamkan perdagangan khamer.'"
442,Shalat,Mandi bagi orang yang baru masuk Islam dan mengikat tawanan di',"'Nabi shallallahu 'alaihi wasallam pernah mengirim pasukan berkuda mendatangi Najed, pasukan itu lalu kembali dengan membawa seorang laki-laki dari bani Hanifah yang bernama Tsumamah bin Utsal. Mereka kemudian mengikat laki-laki itu di salah satu tiang masjid. Rasulullah shallallahu 'alaihi wasallam"
446,Shalat,Pintu dan jalan untuk berlalu lalang di masjid',"'Nabi shallallahu 'alaihi wasallam menyampaikan khuthbahnya, 'Sesungguhnya Allah telah menawarkan kepada seorang hamba untuk memilih antara dunia dan apa yang ada di sisi-Nya. Kemudian hamba tersebut memilih apa yang ada di sisi Allah.' Maka tiba-tiba Abu Bakar Ash Shidiq menangis. Aku berpikir dala"
